,0-18,19-49,50-64,65+
0-18,1.4843181818181819,2.4178636363636365,0.6147272727272728,0.9946363636363638
19-49,0.862909090909091,1.3497272727272727,0.8295,0.7015909090909092
50-64,0.3636818181818182,1.3735909090909093,1.4537727272727272,0.7092272727272727
65+,0.7989545454545455,1.5797727272727273,0.9640909090909091,1.825090909090909
