,0-18,19-49,50-64,65+
0-18,1.625681818181818,2.6481363636363633,0.6732727272727272,1.0893636363636363
19-49,0.9450909090909091,1.4782727272727272,0.9085,0.7684090909090908
50-64,0.3983181818181818,1.5044090909090908,1.5922272727272726,0.7767727272727273
65+,0.8750454545454545,1.7302272727272727,1.055909090909091,1.9989090909090907
