,0-18,19-49,50-64,65+
0-18,5.641239784117193,2.3756144949884344,0.509680801850424,0.10521819583654586
19-49,0.8475373939861217,2.4036083269082495,1.0106738627602156,0.396740169622205
50-64,0.30117501927525053,1.6728727833461834,1.836009252120277,0.9170393215111795
65+,0.08398149575944486,0.8938720123361603,1.247173477255204,2.6748589051657667
