,0-18,19-49,50-64,65+
0-18,3.952012065637066,2.2994821428571433,0.4554136100386101,0.12939044401544403
19-49,0.8201520270270272,2.150734073359074,1.0004835907335907,0.44216891891891896
50-64,0.268969111969112,1.6566052123552124,1.835917953667954,0.9852012548262549
65+,0.10391988416988418,0.9953894787644788,1.339751447876448,3.005526061776062
