,0-18,19-49,50-64,65+
0-18,6.046760215882807,2.546385505011565,0.546319198149576,0.11278180416345411
19-49,0.9084626060138782,2.5763916730917504,1.083326137239784,0.42525983037779486
50-64,0.3228249807247494,1.7931272166538166,1.9679907478797223,0.9829606784888203
65+,0.09001850424055512,0.9581279876638397,1.3368265227447957,2.8671410948342326
