date_or_day,total_new_first_infections,total_new_reinfections,total_new_infections,total_active_infected,total_active_infected_per_100k,total_recovered,total_recovered_per_100k,cross_region_flow_share,elderly_new_infections,elderly_active_infected,elderly_active_infected_per_100k,elderly_ever_infected_rate,elderly_reinfection_share
2025-09-01,624.5335469588734,0.0,624.5335469588734,2320.27152,23.999999999999996,580.06788,5.999999999999999,0.0020826021159247236,121.37710779646447,478.3972799999999,23.999999999999996,0.00036089187185834394,0.0
2025-09-02,499.596054254004,0.0,499.596054254004,2168.4839894794363,22.429967914921644,1041.2218446,10.77,0.0020826000313134037,97.09636318541284,443.4063778982322,22.244593592918363,0.00040960269890258615,0.0
2025-09-03,471.9151057855525,9.91449858488381e-05,471.9152049305383,2140.7186054502695,22.14277341593473,1469.7125332728872,15.202143582984329,0.0020848733570763534,89.92990485690962,433.6175608604083,21.753513023004224,0.0004547182828191655,2.1008743001103185e-07
2025-09-04,471.4406578202351,0.00027684287502055473,471.4409346631101,2151.498193758845,22.254273349100227,1890.507691696577,19.554687548256357,0.0020873781989882044,87.87287193758222,431.30523038769275,21.63750916247815,0.0004988018881461639,5.872139205159728e-07
2025-09-05,479.11137762945896,0.0005372856130522179,479.111914915072,2176.3806770379456,22.511648226803512,2311.354791989863,23.907768780335118,0.002089700502582672,87.39027067539375,431.1862111286284,21.63153826269054,0.0005426433612997141,1.1182665474673191e-06
2025-09-06,247.81404164498673,0.0004476970709963521,247.81448934205773,2208.251560103328,22.84130843552304,2735.074153437503,28.29055958179415,0.005356207304860125,57.58620574822042,431.71511764983666,21.658072185519284,0.0005715328744580231,1.7990472428974675e-06
2025-09-07,252.5143688905966,0.0006685737409923306,252.51503746433758,2124.0820019901766,21.970690761124473,3163.0490946909813,32.71736847098979,0.005356784309339924,57.99554778864693,417.54827136744655,20.947356792703165,0.0006006277198352093,2.6279952944135966e-06
2025-09-08,483.7760973998595,0.0017788335023155514,483.77787623336184,2004.2634972780675,20.731334035713896,3572.0502496155614,36.94791978085973,0.0020943454282567856,84.42301093923945,399.12447961206925,20.02308104822348,0.0006429804890563416,3.604347161963558e-06
2025-09-09,456.2358836454367,0.0022154780584754514,456.23809912349515,1997.7986837820977,20.66446448076488,3955.042697823097,40.909446989098214,0.0020942389528799247,80.13648221771172,394.05402041833116,19.768708739397404,0.0006831827761761691,4.727576407843821e-06
2025-09-10,457.7848615488947,0.0028382775908708975,457.78769982648555,2023.5519395672475,20.930846295787806,4334.8272210904015,44.8377926503057,0.0020956019922627974,79.1952674703801,392.68867580785866,19.700212800935258,0.0007229128312975516,5.991975046605973e-06
2025-09-11,467.4657164330364,0.0035994344232446926,467.4693158674596,2060.3918978378256,21.311904715404953,4717.863472898399,48.79977294621173,0.002097259762324698,79.21272583163572,392.47130411807376,19.68930780466346,0.0007626515892201097,7.390375326148085e-06
2025-09-12,479.8653977317754,0.004489994629763292,479.8698877264051,2102.823349296004,21.750799399160016,5106.352535101471,52.81815502456166,0.0020989097011136237,79.5540694764411,392.7435879461704,19.70296760614544,0.0008025615284207814,8.920337288856061e-06
2025-09-13,243.8766062251235,0.002657701976677421,243.8792639271002,2149.448538812878,22.233072503303006,5501.3854422851655,56.90422412927085,0.005358716941624418,53.78350181182131,393.3551774210125,19.733649526820678,0.0008295430862141724,1.058071420703754e-05
2025-09-14,250.00069730519942,0.0031972394548989516,250.00389454465432,2075.093392701889,21.463971347993503,5903.7682228363155,61.06631750928511,0.005359204098546682,54.426215743934726,381.1560463747588,19.12164950643994,0.0008568470252919353,1.2370762311988712e-05
2025-09-15,490.6540234100763,0.007504455497725496,490.66152786557404,1962.843942259632,20.30290602120185,6289.2680602625105,65.05378019133737,0.002101963249657135,77.97016807957723,365.3738971907487,18.329898390262525,0.0008959621576626421,1.4289979137361622e-05
2025-09-16,462.5095245810738,0.008133137496836234,462.5176577185706,1966.990531789553,20.34579675526478,6650.390508413125,68.78909249462106,0.0021013042622505733,74.30912859031109,361.5087318378584,18.1359926714228,0.000933240587605359,1.63379636530207e-05
2025-09-17,465.51984678239006,0.009344523432711959,465.5291913058228,2003.2089432818511,20.72042613304344,7010.53666222897,72.51430638320092,0.0021021908486079897,73.79091018754801,360.9663568080721,18.108783067064532,0.0009702589641321323,1.8509767423505255e-05
2025-09-18,477.08625838412917,0.010846757285485502,477.09710514141466,2050.1400092034964,21.20586310557478,7376.125767574196,76.2958200778936,0.0021034453600821817,74.15218131164355,361.54822620912427,18.137974005661118,0.0010074584928597469,2.0799237156523662e-05
2025-09-19,491.4571115108357,0.012565279406795724,491.4696767902425,2102.4469872225127,21.74690645400858,7749.273140577025,80.1555135986191,0.0021047337477760036,74.81369669234746,362.70224200445443,18.19586810382138,0.001044989790202967,2.3204437034061603e-05
2025-09-20,246.30683390469648,0.006710530941211651,246.31354443563768,2158.8599181029886,22.33042020636952,8131.016172318643,84.10411732142772,0.005360501862831323,51.69442130362022,364.3004724683148,18.276047345502374,0.0010709229266894,2.572456214079644e-05
2025-09-21,253.4734797025645,0.007648049862500896,253.481127752427,2088.6958708626994,21.604670172698057,8522.133075077647,88.14968077609448,0.005360912502205557,52.546681065660366,354.35692805883764,17.77720448872975,0.0010972835402195283,2.8359216491359e-05
2025-09-22,505.99231019410576,0.01772939557525455,506.010039589681,1978.5012287565273,20.464858996397396,8897.261583874799,92.02986640675363,0.0021068199651056592,74.29757234102678,341.2171580219932,17.11801495302782,0.0011345556222351859,3.110833104112584e-05
2025-09-23,476.78322623569545,0.018330959614338192,476.8015571953098,1989.5782688332463,20.579435656736376,9248.47552170673,95.66268887399934,0.002105835072482937,71.08638239657517,338.98832037556946,17.006199719642357,0.0011702166782286301,3.3971927135216524e-05
