date_or_day,total_new_first_infections,total_new_reinfections,total_new_infections,total_active_infected,total_active_infected_per_100k,total_recovered,total_recovered_per_100k,cross_region_flow_share,elderly_new_infections,elderly_active_infected,elderly_active_infected_per_100k,elderly_ever_infected_rate,elderly_reinfection_share
2025-09-01,328.31003097906387,0.0,328.31003097906387,1331.1366491212996,13.768767708234074,332.7841622803249,3.4421919270585186,0.002081272265578562,43.00368087891847,274.4558758571256,13.768767708234074,0.00019368347196292314,0.0
2025-09-02,262.63892261933296,0.0,262.63892261933296,1229.0643347865716,12.71297077976362,595.6836504817816,6.161523549434747,0.0020812708669220277,34.40227660292251,241.0665411251597,12.093707947093328,0.0002109422372819157,0.0
2025-09-03,246.88383902679985,1.7000753575123695e-05,246.88385602755343,1196.6484368836898,12.377673146291324,835.5396809342781,8.642502469893124,0.002084474234795701,30.796718640080723,220.80529142131863,11.077251513870747,0.0002263921829100893,6.885878457372141e-08
2025-09-04,245.31114230791133,4.7131339820745226e-05,245.31118943925114,1187.4591620479446,12.282622806640607,1066.5139715016733,11.03161207445246,0.0020880405135895014,28.89482865013365,206.0186217176907,10.335441123796892,0.00024088799597927037,1.92118667989501e-07
2025-09-05,248.1988741759191,9.090880369266326e-05,248.19896508472277,1187.6931306284778,12.28504288803384,1293.3406641962454,13.377820515036055,0.0020913885588128714,27.63992157786247,193.9495059895373,9.729963648097865,0.0002547542511842902,3.625357477637513e-07
2025-09-06,121.94168268165578,7.172377560716762e-05,121.94175440543138,1193.1168875402043,12.341144152372696,1517.9458836799786,15.701050887492464,0.005351761693409701,17.853425642123764,183.54686988825344,9.208089304600735,0.0002637108650008238,5.755721669326719e-07
2025-09-07,123.45306038869636,0.00010617452979082356,123.45316656322615,1136.9455787535908,11.76012964641577,1741.3898023512197,18.012269209092075,0.005352879764045186,17.479265740304296,169.95784127997644,8.526361585332246,0.0002724797700099296,8.278335586961956e-07
2025-09-08,247.88603968494107,0.0002969255844170957,247.8863366105255,1062.509080645199,10.990187017200803,1951.3650200784255,20.184172446284308,0.002098478947988728,24.28176514740089,156.26607857882016,7.839479952502413,0.00028466131320089487,1.1165082075156762e-06
2025-09-09,232.10670677452333,0.0003670489210777241,232.1070738234444,1050.426741642585,10.865211929775374,2144.3531860066814,22.18036812526163,0.0020987613974669528,22.49972169230275,147.30364821417604,7.389857143711655,0.00029594884693186826,1.4391458468463297e-06
2025-09-10,232.47627065592388,0.0004695296537457533,232.47674018557763,1056.6046687890032,10.929114042194543,2332.9950024751315,24.13160682996409,0.0021009165639025496,21.649857866562837,140.23817209305219,7.035399804600169,0.00030681002192286193,1.7926784007590874e-06
2025-09-11,237.40501523161302,0.0005957579035479209,237.40561098951656,1069.653742861459,11.064088666948347,2520.985986208181,26.076113570103363,0.002103398048117544,21.11390534811599,134.21309336857885,6.733136611574991,0.0003174023193266781,2.174049450981016e-06
2025-09-12,243.95326202486518,0.0007443757263819901,243.95400640059157,1086.6108036990536,11.239486010144745,2709.706874918391,28.028170167791995,0.002105822217878251,20.72041647182517,128.93870521598961,6.468533694806439,0.0003277972093588861,2.581182281889828e-06
2025-09-13,115.8546464563616,0.0004060501770234416,115.85505250653863,1106.7095508644818,11.44737975353314,2899.9319669090173,29.995785668143018,0.005357079549635814,14.355155820707514,124.29528766926751,6.235585001784334,0.00033499881179801903,3.012397972758873e-06
2025-09-14,118.77405562050747,0.0004880579461605956,118.77454367845363,1062.0056208974743,10.984979422382162,3092.274557412824,31.98530376216822,0.005357931786842572,14.329236949351008,117.1859697940057,5.878928231063807,0.0003421874081616355,3.466245030340341e-06
2025-09-15,249.5128181762657,0.0012471234834981542,249.5140652997492,997.3107586601507,10.315800543827567,3273.7529360181907,33.862446609022975,0.002110532527489349,19.21240040578253,109.78826413917591,5.507803763725875,0.00035182575293543373,3.941445937361868e-06
2025-09-16,233.63835993803553,0.0013428817804220282,233.63970281981597,996.4587705490807,10.306987905095665,3440.477558390039,35.58698225169826,0.0021100370372743745,18.04031325286975,105.45655566621767,5.290492738564952,0.0003608760886114115,4.436856172758994e-06
2025-09-17,235.47418821141852,0.001546789144509356,235.47573500056302,1013.2919496596527,10.481103863151182,3605.364536915955,37.29251001020041,0.0021114013328690576,17.658036821061714,102.19837333684748,5.127037846210872,0.0003697346420207011,4.950842893592454e-06
