date_or_day,region,age_group,new_first_infections,new_reinfections,new_infections_total,new_recoveries,active_infected,active_infected_per_100k,cumulative_first_infections,cumulative_reinfections,cumulative_total_infection_episodes,ever_infected_rate,infection_episode_rate
2025-11-03,Seoul,0-18,157.1335419215682,0.0,157.1335419215682,109.89110000000001,439.56440000000003,40.0,706.589041921543,0.0,706.589041921543,0.0006429902348065885,0.0006429902348065885
2025-11-03,Seoul,19-49,320.3963644763955,0.0,320.3963644763955,415.1588,1660.6352,40.0,2396.1903644762933,0.0,2396.1903644762933,0.0005771744124118996,0.0005771744124118996
2025-11-03,Seoul,50-64,167.17535407677246,0.0,167.17535407677246,213.4796,853.9183999999999,40.0,1234.5733540765941,0.0,1234.5733540765941,0.0005783097560968796,0.0005783097560968796
2025-11-03,Seoul,65+,155.755777116718,0.0,155.755777116718,191.88340000000002,767.5336,40.0,1115.1727771165315,0.0,1115.1727771165315,0.0005811720957188228,0.0005811720957188228
2025-11-03,Wonju,0-18,7.8340059943498215,0.0,7.8340059943498215,5.4787,21.9148,40.0,35.227505994349485,0.0,35.227505994349485,0.0006429902348066053,0.0006429902348066053
2025-11-03,Wonju,19-49,10.972657956727382,0.0,10.972657956727382,14.218000000000002,56.872,40.0,82.06265795673244,0.0,82.06265795673244,0.0005771744124119598,0.0005771744124119598
2025-11-03,Wonju,50-64,7.221255848725356,0.0,7.221255848725356,9.221400000000001,36.8856,40.0,53.328255848711706,0.0,53.328255848711706,0.0005783097560968151,0.0005783097560968151
2025-11-03,Wonju,65+,6.046347065910907,0.0,6.046347065910907,7.4488,29.7952,40.0,43.290347065907554,0.0,43.290347065907554,0.0005811720957188749,0.0005811720957188749
2025-11-04,Seoul,0-18,125.69064792545637,0.0,125.69064792545637,87.91288000000002,430.21829096078415,39.14951174033058,832.2796898472589,0.0,832.2796898472589,0.0007573676938780837,0.0007573676938780837
2025-11-04,Seoul,19-49,256.2992795748283,0.0,256.2992795748283,332.12704,1488.7063422381975,35.8587206205962,2652.489644051064,0.0,2652.489644051064,0.0006389096519334442,0.0006389096519334442
