date_or_day,total_new_first_infections,total_new_reinfections,total_new_infections,total_active_infected,total_active_infected_per_100k,total_recovered,total_recovered_per_100k,cross_region_flow_share,elderly_new_infections,elderly_active_infected,elderly_active_infected_per_100k,elderly_ever_infected_rate,elderly_reinfection_share
2025-09-01,468.4041685667878,0.0,468.4041685667878,2320.27152,23.999999999999996,580.06788,5.999999999999999,0.002082602405450588,91.03352396777377,478.3972799999999,23.999999999999996,0.0003456692516150906,0.0
2025-09-02,374.7060189413907,0.0,374.7060189413907,2090.4193002833936,21.62249666659764,1041.2218446,10.77,0.002082600841982512,72.8238249151199,428.23458598388686,21.483462580751475,0.0003822031507618279,0.0
2025-09-03,340.4010661181444,7.15127217708864e-05,340.4011376308662,1976.7894918391073,20.447153445273756,1454.0995954336786,15.040649333319527,0.002084373871331367,65.15158923043995,401.7579622366129,20.15519631231747,0.0004148880734904502,2.100812795931204e-07
2025-09-04,325.1495339893207,0.00019092810279192922,325.14972491742344,1903.8591880929148,19.692790313708613,1842.1869958243317,19.054876775707683,0.0020864987147505656,61.082025720570265,383.56731112926195,19.242616653469028,0.00044553138643931706,5.8719116646367e-07
2025-09-05,316.24449080552955,0.00035267202761949426,316.2448434775572,1846.8760102438582,19.10337814509424,2213.747898463793,22.898160454570863,0.002088557372193211,58.30001340448406,368.47533243368053,18.485489671697827,0.0004747790185445817,1.1128815542050063e-06
2025-09-06,349.4675536312928,0.0006229880154374452,349.4681766193082,1797.5175598186283,18.592833236882157,2572.054361020246,26.604345281316863,0.005355831234828596,81.78605354733287,354.74101441432185,17.796473144545732,0.0005158089716599363,1.7771194362387234e-06
2025-09-07,341.45288911474313,0.0008834097204895268,341.4537725244636,1772.7565119763274,18.33671444083055,2918.6976011788706,30.18989020228671,0.0053563483756947725,79.10539857026119,354.66621253881266,17.79272052075945,0.0005554940777516648,2.5728400576844735e-06
2025-09-08,300.35613412053146,0.0010650062447868196,300.35719912677627,1756.3033279040064,18.166529005922612,3258.6554155682416,33.70628363944139,0.002092659219722721,53.524465243771424,358.7223698198584,17.99620782893373,0.0005823458750150375,3.4940849857182007e-06
2025-09-09,297.2244771273502,0.0013747604908387757,297.22585188784103,1724.2703210480654,17.83519185080269,3593.622804071201,37.171058022428696,0.0020924170951328066,53.55847225087077,351.2348283721765,17.620576523621196,0.0006092147047082892,4.535396529664161e-06
2025-09-10,293.19221184898896,0.001711817000200712,293.1939236659892,1687.643012144803,17.456332994801947,3920.508754260458,40.55224110247709,0.0020933994185704336,52.364657637832245,339.8955650813215,17.051713926867887,0.0006354845995675513,5.696159321280799e-06
2025-09-11,288.89042821872664,0.0020755213900563764,288.8925037401167,1650.8247492020123,17.075498983346698,4238.434812918116,43.840746495925096,0.0020947763495090827,50.77967124327927,327.5526320757635,16.43249972035444,0.0006609593181242724,6.977206392250925e-06
2025-09-12,284.63432261221925,0.0024654025694617176,284.6367880147887,1615.461220974753,16.70971219066382,4547.407588693928,47.03664256011481,0.0020962523803903467,49.11440978969342,315.2500312876035,15.815308880732942,0.0006855985878665055,8.375309785460464e-06
2025-09-13,310.7633280442452,0.0031335653184710655,310.7664616095637,1582.0880815937683,16.364513217940303,4847.762794945409,50.143401785447,0.005357801769777189,70.3429609048288,303.36119273842587,15.21887546208921,0.00072088755046263,9.885920595841164e-06
